shipment_id,entry_no,hs_code,product_desc,supplier,country_origin,country_destination,declared_value_usd,invoice_value_usd,weight_kg,volume_m3,broker,port_of_entry,entry_date,accepted_date,release_date,duty_amount_usd,tax_amount_usd,broker_fee_usd,incoterm,license_required,license_obtained,fta_claimed,restricted_party_pass,container_number,slow_clearance
SHIP002312,22EMKIM495708,393001,PVC FILM,GreenEnergy Systems,COTE DIVOIRE,SOUTH AFRICA,149169.24,144369.92,1562.46,19.76,DHL GLOBAL FORWARDING,LAGOS,2026-05-28 23:35:56,2026-05-29 01:35:56,2026-05-31 15:35:56,9181.15,25336.06,293.95,DAP,N,N,EAC,Y,AMZN794229,Y
SHIP002313,22EMKIM461755,622384,TEXTILE YARN,PlastiPack Ltd,UAE,SOUTH AFRICA,137717.31,139281.89,1069.46,1.21,BOLLORE LOGISTICS,MOMBASA ICD,2026-06-22 23:35:56,2026-06-23 01:35:56,2026-06-26 15:35:56,9928.94,23623.4,411.15,DDP,N,N,COMESA,Y,AMZN951279,Y
SHIP002314,22EMKIM493069,849170,PUMP,Industrial Supply Co,CHINA,GHANA,130326.13,189647.91,4493.43,10.74,KUEHNE NAGEL,MOMBASA,2025-11-02 23:35:56,2025-11-03 03:35:56,2025-11-06 08:35:56,7727.95,22088.65,288.53,DAP,N,N,NONE,Y,AMZN519959,Y
SHIP002315,22EMKIM464450,624449,LINEN,AgriTech Solutions,THAILAND,NIGERIA,115991.57,118750.1,2648.74,10.93,DHL GLOBAL FORWARDING,LAGOS,2026-01-19 23:35:56,2026-01-20 04:35:56,2026-01-20 15:35:56,5846.91,19494.16,201.08,EXW,N,N,AFCFTA,Y,AMZN123300,N
SHIP002316,22EMKIM489184,628580,LINEN,ElectroTech Manufacturing,ANGOLA,GHANA,53199.92,51903.5,1303.26,5.31,KUEHNE NAGEL,LAGOS,2025-11-23 23:35:56,2025-11-24 04:35:56,2025-11-24 11:35:56,3287.84,9038.04,160.94,CIF,N,N,NONE,Y,AMZN837562,N
SHIP002317,22EMKIM481170,945347,WOODEN FURNITURE,MetalWorks Foundry,TURKEY,KENYA,24141.09,24861.27,1781.96,13.33,EXPEDITORS INTERNATIONAL,DURBAN,2025-11-30 23:35:56,2025-12-01 02:35:56,2025-12-04 09:35:56,1543.14,4109.48,336.71,DDP,N,N,NONE,Y,AMZN916109,Y
SHIP002318,22EMKIM486917,393901,PLASTIC SHEETS,AgriTech Solutions,NIGERIA,UGANDA,111569.24,111342.18,656.94,8.12,DHL GLOBAL FORWARDING,LAGOS,2025-10-29 23:35:56,2025-10-30 03:35:56,2025-11-01 15:35:56,6802.47,18939.47,268.39,DDP,N,N,EAC,Y,AMZN395304,Y
SHIP002319,22EMKIM460405,706760,WINDOW GLASS,ChemCorp Industries,ETHIOPIA,GHANA,108796.81,162211.61,1096.52,18.88,DHL GLOBAL FORWARDING,LAGOS,2026-03-24 23:35:56,2026-03-25 03:35:56,2026-03-25 14:35:56,9922.82,18995.14,269.1,CFR,N,N,SADC,Y,AMZN809243,N
SHIP002320,22EMKIM466857,305183,SURGICAL SUPPLIES,MetalWorks Foundry,USA,TANZANIA,51877.35,73397.39,4674.89,11.33,DHL GLOBAL FORWARDING,MOMBASA,2026-01-09 23:35:56,2026-01-10 04:35:56,2026-01-12 13:35:56,5916.95,9247.09,292.78,DDP,N,N,COMESA,Y,AMZN187928,Y
SHIP002321,22EMKIM421107,858248,SWITCHING DEVICE,PlastiPack Ltd,DRC,UGANDA,140931.04,179472.98,1982.45,19.61,DHL GLOBAL FORWARDING,ABIDJAN,2025-10-20 23:35:56,2025-10-21 04:35:56,2025-10-22 02:35:56,8267.65,23871.79,212.18,EXW,N,N,SADC,Y,AMZN526749,N
SHIP002322,22EMKIM438804,733655,PIPES,TextileWorld Exports,SOUTH KOREA,KENYA,124316.14,123191.51,1721.34,13.04,DHL GLOBAL FORWARDING, LAGOS ,2025-12-27 23:35:56,2025-12-28 02:35:56,2025-12-28 20:35:56,28910.84,24516.32,202.64,DAP,N,N,NONE,Y,AMZN173074,N
SHIP002323,22EMKIM479513,396266,PLASTIC COMPONENTS,ChemCorp Industries,THAILAND,NIGERIA,19204.39,19780.08,130837.07409662116,1.17,DHL GLOBAL FORWARDING,MOMBASA,2026-07-28 23:35:56,2026-07-29 04:35:56,2026-07-31 08:35:56,1581.53,3325.75,225.42,FOB,N,N,COMESA,Y,AMZN475276,Y
SHIP002324,22EMKIM449564,,LAB REAGENTS,TextileWorld Exports,USA,SOUTH AFRICA,106981.61,111427.73,3486.74,3.26,DHL GLOBAL FORWARDING,LAGOS,2026-06-26 23:35:56,2026-06-27 03:35:56,2026-06-29 07:35:56,11683.7,18986.45,156.84,CIF,Y,N,SADC,Y,AMZN272631,Y
SHIP002325,22EMKIM489728,858878,SOLAR PANEL,AutoParts International,CHINA,UGANDA,98961.11,101244.37,599.64,6.83,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-11-18 23:35:56,2025-11-19 02:35:56,2025-11-20 15:35:56,6344.6,16848.91,182.61,FOB,N,N,NONE,Y,AMZN364747,N
SHIP002326,22EMKIM423664,704647,GLASS TUBES,TechGlobal Ltd,VIETNAM,SOUTH AFRICA,137399.16,134209.78,4762.88,15.12,DHL GLOBAL FORWARDING,MOMBASA ICD,2026-03-27 23:35:56,2026-03-28 01:35:56,2026-03-28 02:35:56,8075.54,23275.95,167.93,EXW,N,N,COMESA,Y,AMZN617768,N
SHIP002327,22EMKIM460631,303666,MEDICINAL PREPARATIONS,ElectroTech Manufacturing,DRC,KENYA,135990.33,131286.84,4083.82,14.57,PANALPINA,NAIROBI,2025-10-14 23:35:56,2025-10-15 02:35:56,2025-10-15 21:35:56,18002.34,24638.83,348.95,DDP,N,N,NONE,Y,AMZN156394,N
SHIP002328,22EMKIM423596,704265,MIRRORS,MediCare Solutions,rwanda,SOUTH AFRICA,145183.12,145262.09,4703.58,17.8,dhl global forwarding,ABIDJAN,2025-10-22 23:35:56,2025-10-23 03:35:56,2025-10-24 22:35:56,11095.05,25004.51,164.69,EXW,N,N,SADC,Y,AMZN858949,N
SHIP002329,22EMKIM483530,301524,ANTIBIOTICS,MediCare Solutions,TURKEY,TANZANIA,15931.15,22454.89,4376.01,13.21,DHL GLOBAL FORWARDING,NAIROBI,2026-02-06 23:35:56,2026-02-07 03:35:56,2026-02-10 04:35:56,1587.7,2803.02,189.1,FOB,Y,N,AFCFTA,Y,AMZN958908,Y
SHIP002330,22EMKIM499237,858250,CABLE ASSEMBLY,PlastiPack Ltd,RWANDA,NIGERIA,71316.05,71927.22,861.58,16.5,DHL GLOBAL FORWARDING,DAR ES SALAAM,2026-01-28 23:35:56,2026-01-29 02:35:56,2026-01-29 04:35:56,10257.74,13051.81,265.84,EXW,N,N,EAC,Y,AMZN683144,N
SHIP002331,22EMKIM404439,846034,CONVEYOR BELT,Industrial Supply Co,RWANDA,GHANA,122313.13,121097.12,1005.65,12.67,KUEHNE NAGEL,CASABLANCA,2026-01-05 23:35:56,2026-01-06 02:35:56,2026-01-06 05:35:56,9716.46,21124.73,174.09,CFR,N,N,COMESA,Y,AMZN710606,N
SHIP002332,22EMKIM464268,856048,SOLAR PANEL,ElectroTech Manufacturing,RWANDA,UGANDA,117214.27,118343.87,1516.87,9.4,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-09-06 23:35:56,2026-09-07 03:35:56,2026-09-07 20:35:56,9433.03,20263.57,285.57,DDP,N,N,COMESA,Y,AMZN498513,N
SHIP002333,22EMKIM448696,405586,CONVEYOR BELTS,TextileWorld Exports,TANZANIA,GHANA,51858.18,68667.28,4027.54,7.44,DHL GLOBAL FORWARDING,CASABLANCA,2025-12-01 23:35:56,2025-12-02 03:35:56,2025-12-03 20:35:56,3622.47,8876.9,247.96,DAP,N,N,EAC,Y,AMZN950251,N
SHIP002334,22EMKIM408863,739554,PIPES,ChemCorp Industries,EGYPT,SOUTH AFRICA,61312.02,58308.15,594.94,5.43,DHL GLOBAL FORWARDING,LAGOS,2026-04-03 23:35:56,2026-04-04 01:35:56,2026-04-07 01:35:56,14420.84,12117.26,154.06,CFR,N,N,COMESA,Y,AMZN799345,Y
SHIP002335,22EMKIM490894,852338,SOLAR PANEL,ChemCorp Industries,INDIA,NIGERIA,14439.96,14973.99,348.01,5.23,DHL GLOBAL FORWARDING,NAIROBI,2025-11-29 23:35:56,2025-11-30 00:35:56,2025-12-01 04:35:56,1117.79,2489.24,169.42,CFR,N,N,COMESA,Y,AMZN942705,N
SHIP002336,22EMKIM482482,859338,TELECOM EQUIPMENT,TextileWorld Exports,COTE DIVOIRE,TANZANIA,69470.74,67998.67,4737.16,7.78,DHL GLOBAL FORWARDING,DAR ES SALAAM,2026-06-11 23:35:56,2026-06-12 01:35:56,2026-06-12 18:35:56,5766.57,12037.97,176.77,FOB,N,N,NONE,Y,AMZN213320,N
SHIP002337,22EMKIM431566,738149,WIRE PRODUCTS,AgriTech Solutions,MOZAMBIQUE,NIGERIA,116378.02,167406.53,2548.78,8.26,BOLLORE LOGISTICS,MOMBASA,2026-01-07 23:35:56,2026-01-08 01:35:56,,20197.32,21852.05,229.03,FOB,N,N,COMESA,Y,AMZN825918,Y
SHIP002338,22EMKIM459078,396741,PACKAGING MATERIAL,PlastiPack Ltd,TURKEY,SOUTH AFRICA,82566.21,86318.1,2790.05,5.64,BOLLORE LOGISTICS,PORT ELIZABETH,2026-08-19 23:35:56,2026-08-20 00:35:56,2026-08-21 18:35:56,7097.78,14346.24,280.54,CIF,N,N,COMESA,Y,AMZN261098,N
SHIP002339,22EMKIM416930,735520X,WIRE PRODUCTS,ChemCorp Industries,UK,TANZANIA,90120.24,117932.18,4184.14,8.68,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-01-20 23:35:56,2026-01-21 02:35:56,2026-01-25 09:35:56,17938.9,17289.46,240.84,FOB,N,N,SADC,Y,AMZN666091,Y
SHIP002340,22EMKIM481714,,CABLE ASSEMBLY,PharmaLife Sciences,CHINA,SOUTH AFRICA,72517.49,71165.15,647.64,11.0,KUEHNE NAGEL,CAPE TOWN,2025-10-20 23:35:56,2025-10-21 03:35:56,2025-10-24 09:35:56,3660.44,12188.47,172.12,FOB,N,N,AFCFTA,Y,AMZN518089,Y
SHIP002341,22EMKIM499279,944556,MATTRESSES,TextileWorld Exports,VIETNAM,KENYA,74485.34,77454.43,4671.26,13.38,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-06-18 23:35:56,2026-06-19 01:35:56,2026-06-22 08:35:56,7005.07,13038.47,277.45,DDP,N,N,COMESA,Y,AMZN366643,Y
SHIP002342,22EMKIM431442,873688,TYRES,AgriTech Solutions,CHINA,TANZANIA,75565.79,105484.22,992.07,18.74,KUEHNE NAGEL,LAGOS,2026-06-13 23:35:56,2026-06-14 03:35:56,2026-06-15 04:35:56,14695.33,14441.78,156.81,DAP,N,N,EAC,Y,AMZN216315,N
SHIP002343,22EMKIM486196,623925,TEXTILE FABRIC,ChemCorp Industries,UAE,UGANDA,38974.61,40429.5,3863.64,3.39,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-04-10 23:35:56,2026-04-11 00:35:56,2026-04-15 12:35:56,3879.01,6856.58,286.22,EXW,N,N,COMESA,N,AMZN283611,Y
SHIP002344,22EMKIM400258,854577,SOLAR PANEL,ChemCorp Industries,ethiopia,NIGERIA,8304.99,10485.87,4155.34,15.66,kuehne nagel,PORT ELIZABETH,2025-10-15 23:35:56,2025-10-16 01:35:56,2025-10-16 18:35:56,1166.52,1515.44,299.28,FOB,N,N,EAC,Y,AMZN358497,N
SHIP002345,22EMKIM494813,738913,METAL FABRICATIONS,MetalWorks Foundry,ANGOLA,UGANDA,143267.96,139346.51,4832.81,3.77,AGILITY LOGISTICS,CASABLANCA,2026-01-05 23:35:56,2026-01-06 03:35:56,2026-01-06 21:35:56,26252.36,27123.25,166.71,DDP,N,N,AFCFTA,Y,AMZN660113,N
SHIP002346,22EMKIM446291,856349,SOLAR PANEL,PlastiPack Ltd,JAPAN,UGANDA,57282.45,82245.22,189.53,11.53,KUEHNE NAGEL,MOMBASA ICD,2026-01-20 23:35:56,2026-01-21 04:35:56,2026-01-22 06:35:56,8028.03,10449.68,219.21,DDP,N,N,SADC,Y,AMZN743511,N
SHIP002347,22EMKIM460243,406369,CONVEYOR BELTS,Industrial Supply Co,,SOUTH AFRICA,134744.56,137802.04,1657.25,13.9,DHL GLOBAL FORWARDING,NAIROBI,2026-05-09 23:35:56,2026-05-10 00:35:56,2026-05-09 23:35:56,12331.28,23532.13,153.41,CFR,N,N,EAC,Y,AMZN576758,N
SHIP002348,22EMKIM417766,738426,METAL FABRICATIONS,ChemCorp Industries,SOUTH AFRICA,NIGERIA,73897.78,74040.89,4885.61,19.68,DHL GLOBAL FORWARDING,MOMBASA,2025-09-13 23:35:56,2025-09-14 03:35:56,2025-09-18 02:35:56,17317.35,14594.42,256.75,CIF,N,N,EAC,Y,AMZN703566,Y
SHIP002349,22EMKIM413819,944512,MATTRESSES,ChemCorp Industries,KENYA,SOUTH AFRICA,117020.0,113462.28,959.97,7.45,KUEHNE NAGEL,CASABLANCA,2026-07-12 23:35:56,2026-07-13 00:35:56,2026-07-14 20:35:56,9510.13,20244.82,158.22,FOB,N,N,AFCFTA,Y,AMZN315793,N
SHIP002350,22EMKIM463042,707048,GLASS SHEETS,ChemCorp Industries,INDIA,SOUTH AFRICA,128794.44,129323.99,3474.07,12.88,DHL GLOBAL FORWARDING,ABIDJAN,2025-10-26 23:35:56,2025-10-27 00:35:56,2025-10-28 11:35:56,10958.92,22360.54,234.77,CIF,N,N,COMESA,Y,AMZN239642,N
SHIP002351,22EMKIM471477,309839,SURGICAL SUPPLIES,AutoParts International,CAMEROON,TANZANIA,6329.53,6137.44,346.33,11.47,DHL GLOBAL FORWARDING,DURBAN,2025-10-24 23:35:56,2025-10-25 04:35:56,2025-10-26 06:35:56,341.99,1067.44,183.39,DDP,Y,Y,EAC,Y,AMZN369941,N
SHIP002352,22EMKIM497896,,GLASS TUBES,ChemCorp Industries,MOZAMBIQUE,GHANA,10106.59,13297.05,1150.49,14.76,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-11-15 23:35:56,2025-11-16 00:35:56,2025-11-16 06:35:56,589.46,1711.37,266.73,DAP,N,N,AFCFTA,Y,AMZN628590,N
SHIP002353,22EMKIM495451,393874,PACKAGING MATERIAL,TechGlobal Ltd,THAILAND,KENYA,72976.83,97494.16,3508.3,4.51,KUEHNE NAGEL,CASABLANCA,2026-06-11 23:35:56,2026-06-12 01:35:56,2026-06-13 00:35:56,7125.09,12816.31,223.07,FOB,N,N,AFCFTA,Y,AMZN171081,N
SHIP002354,22EMKIM499556,877847,ENGINE COMPONENT,PharmaLife Sciences,CHINA,GHANA,20211.91,19757.37,1663.49,18.14,DHL GLOBAL FORWARDING,DAR ES SALAAM,2026-01-30 23:35:56,2026-01-31 04:35:56,2026-01-31 08:35:56,3085.48,3727.58,178.3,CFR,N,N,NONE,Y,AMZN400351,N
SHIP002355,22EMKIM400265,399748,PVC FILM,AgriTech Solutions,TANZANIA,KENYA,64351.38,64769.1,1634.93,15.15,KUEHNE NAGEL,TEMA,2026-07-25 23:35:56,2026-07-26 01:35:56,2026-07-27 02:35:56,5673.48,11203.98,222.04,FOB,N,N,AFCFTA,Y,AMZN726035,N
SHIP002356,22EMKIM411594,851523,SOLAR PANEL,TextileWorld Exports,CHINA,TANZANIA,148803.13,145085.17,937.99,1.23,EXPEDITORS INTERNATIONAL,ALEXANDRIA,2026-07-14 23:35:56,2026-07-15 01:35:56,2026-07-16 03:35:56,16172.45,26396.09,245.4,CIF,N,N,EAC,Y,AMZN640233,N
SHIP002357,22EMKIM495538,878778,BATTERY,AgriTech Solutions,,TANZANIA,99141.79,103575.41,1420.62,8.82,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-04-29 23:35:56,2026-04-30 02:35:56,2026-04-30 19:35:56,19270.07,18945.9,287.05,EXW,N,N,COMESA,Y,AMZN809657,N
SHIP002358,22EMKIM417158,,PVC FILM,ElectroTech Manufacturing,SENEGAL,UGANDA,115721.05,114285.19,2268.69,1.8,DHL GLOBAL FORWARDING,TEMA,2025-11-24 23:35:56,2025-11-25 00:35:56,2025-11-25 09:35:56,7051.46,19643.6,214.36,CIF,N,N,COMESA,Y,AMZN688040,N
SHIP002359,22EMKIM422460,301486,LAB REAGENTS,PharmaLife Sciences,MALAYSIA,NIGERIA,4847.68,4710.62,2396.5,0.77,AGILITY LOGISTICS,TEMA,2025-11-27 23:35:56,2025-11-28 01:35:56,2025-11-28 06:35:56,629.24,876.31,389.19,DAP,Y,Y,COMESA,Y,AMZN507658,N
SHIP002360,22EMKIM434783,844273,PUMP,GreenEnergy Systems,TURKEY,SOUTH AFRICA,43946.02,45760.2,4429.88,2.74,BOLLORE LOGISTICS,ABIDJAN,2026-04-17 23:35:56,2026-04-18 04:35:56,2026-04-18 12:35:56,2755.73,7472.28,380.98,EXW,N,N,EAC,Y,AMZN145224,N
SHIP002361,22EMKIM428318,943566,METAL FURNITURE,AgriTech Solutions,NIGERIA,SOUTH AFRICA,137182.55,139390.94,3731.24,1.1,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-01-08 23:35:56,2026-01-09 03:35:56,2026-01-10 03:35:56,10378.35,23609.74,153.9,DDP,N,N,EAC,Y,AMZN739002,N
SHIP002362,22EMKIM432733,945224,METAL FURNITURE,Industrial Supply Co,VIETNAM,GHANA,110573.95,114036.6,4959.54,15.01,DHL GLOBAL FORWARDING,MOMBASA,2025-11-11 23:35:56,2025-11-12 00:35:56,2025-11-13 16:35:56,5906.22,18636.83,173.0,EXW,N,N,COMESA,Y,AMZN467289,N
SHIP002363,22EMKIM421573,857114,SOLAR PANEL,MetalWorks Foundry,UGANDA,TANZANIA,121070.43,116218.3,4071.62,12.21,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-10-22 23:35:56,2025-10-23 00:35:56,2025-10-26 07:35:56,16170.9,21958.61,204.54,CFR,N,N,AFCFTA,Y,AMZN596861,Y
SHIP002364,22EMKIM475572,621775,GARMENTS,MediCare Solutions,COTE DIVOIRE,SOUTH AFRICA,99482.35,97185.09,69.31,13.65,PANALPINA,LAGOS,2026-07-13 23:35:56,2026-07-14 03:35:56,2026-07-14 12:35:56,6393.95,16940.21,394.75,CFR,N,N,NONE,Y,AMZN574934,N
SHIP002365,22EMKIM401706,738690,PIPES,MediCare Solutions,JAPAN,NIGERIA,100211.68,98401.27,2027.66,9.71,KUEHNE NAGEL,CASABLANCA,2026-01-28 23:35:56,2026-01-29 00:35:56,2026-01-30 13:35:56,15838.37,18568.01,180.23,CIF,N,N,EAC,Y,AMZN413455,N
SHIP002366,22EMKIM447456,404418,CONVEYOR BELTS,TextileWorld Exports,SOUTH AFRICA,TANZANIA,58830.36,59621.15,2979.52,18.27,KUEHNE NAGEL,MOMBASA,2025-12-30 23:35:56,2025-12-31 03:35:56,2025-12-31 14:35:56,5205.14,10245.68,195.56,CIF,N,N,EAC,Y,AMZN741149,N
SHIP002367,22EMKIM466985,945600,METAL FURNITURE,ChemCorp Industries,,GHANA,27350.64,26075.95,419.22,9.8,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-11-23 23:35:56,2025-11-24 02:35:56,2025-11-27 03:35:56,1550.46,4624.18,275.61,FOB,N,N,AFCFTA,Y,AMZN414639,Y
SHIP002368,22EMKIM470925,941756,OFFICE CHAIRS,MetalWorks Foundry,TANZANIA,UGANDA,1392.84,1420.42,4647.06,1.4,DHL GLOBAL FORWARDING,MOMBASA,2026-01-12 23:35:56,2026-01-13 01:35:56,2026-01-13 17:35:56,103.55,239.42,240.93,DAP,N,N,EAC,Y,AMZN134987,N
SHIP002369,22EMKIM462504,845111,CONVEYOR BELT,AgriTech Solutions,ETHIOPIA,UGANDA,115084.6,116335.4,4439.68,11.85,BOLLORE LOGISTICS,CAPE TOWN,2026-07-20 23:35:56,2026-07-21 04:35:56,2026-07-21 04:35:56,8552.74,19781.97,449.25,CIF,N,N,COMESA,Y,AMZN799047,N
SHIP002370,22EMKIM438453,739437,STEEL BARS,PlastiPack Ltd,ANGOLA,TANZANIA,86368.06,87611.14,2268.43,10.23,EXPEDITORS INTERNATIONAL,DURBAN,2026-07-20 23:35:56,2026-07-21 04:35:56,2026-07-22 09:35:56,19045.86,16866.23,158.24,CFR,N,N,AFCFTA,Y,AMZN438627,N
SHIP002371,22EMKIM495161,,CONVEYOR BELTS,TechGlobal Ltd,,NIGERIA,110775.45,114002.85,3533.07,6.23,dhl global forwarding,MOMBASA ICD,2026-03-20 23:35:56,2026-03-21 01:35:56,2026-03-22 09:35:56,10312.24,19374.03,192.54,DAP,N,N,AFCFTA,Y,AMZN174376,N
SHIP002372,22EMKIM452392,852383,BATTERY MODULE,ElectroTech Manufacturing,VIETNAM,NIGERIA,84891.24,107070.93,4662.14,18.53,DHL GLOBAL FORWARDING,CASABLANCA,2025-10-27 23:35:56,2025-10-28 04:35:56,2025-11-01 08:35:56,7009.75,14704.16,209.71,EXW,Y,Y,EAC,Y,AMZN140968,Y
SHIP002373,22EMKIM422787,303632,VACCINES,PharmaLife Sciences,SOUTH KOREA,UGANDA,78346.77,79528.72,831.3,16.04,DHL GLOBAL FORWARDING,LAGOS,2025-12-22 23:35:56,2025-12-23 02:35:56,2025-12-25 10:35:56,6719.45,13610.6,192.84,CFR,N,N,NONE,Y,AMZN760791,Y
SHIP002374,22EMKIM461144,738123,METAL FABRICATIONS,AutoParts International,MOZAMBIQUE,UGANDA,115446.34,159804.68,2096.49,8.25,DHL GLOBAL FORWARDING,CASABLANCA,2025-09-19 23:35:56,2025-09-20 00:35:56,2025-09-22 01:35:56,18268.51,21394.38,155.89,CFR,N,N,AFCFTA,Y,AMZN194408,Y
SHIP002375,22EMKIM417447,735207,METAL FABRICATIONS,TextileWorld Exports,VIETNAM,TANZANIA,133974.05,137700.66,1778.8,15.18,DHL GLOBAL FORWARDING,NAIROBI,2025-11-18 23:35:56,2025-11-19 03:35:56,2025-11-19 10:35:56,24727.41,25392.23,172.16,CIF,N,N,COMESA,Y,AMZN261616,N
SHIP002376,22EMKIM462181,308479,ANTIBIOTICS,PlastiPack Ltd,ZAMBIA,TANZANIA,11418.17,11176.82,4102.66,1.06,DHL GLOBAL FORWARDING,LAGOS,2026-01-08 23:35:56,2026-01-09 00:35:56,2026-01-10 02:35:56,1262.89,2028.97,267.98,FOB,N,N,AFCFTA,Y,AMZN887636,N
SHIP002377,22EMKIM441793,396054,PVC FILM,TechGlobal Ltd,SOUTH KOREA,UGANDA,136570.46,129872.09,4802.59,4.53,DHL GLOBAL FORWARDING,CASABLANCA,2025-11-29 23:35:56,2025-11-30 03:35:56,2025-12-02 13:35:56,10567.83,23542.13,278.46,CIF,N,N,AFCFTA,Y,AMZN998413,Y
SHIP002378,22EMKIM494126,,ENGINE COMPONENT,ChemCorp Industries,MOZAMBIQUE,UGANDA,33581.49,33786.77,943.18,19.03,DHL GLOBAL FORWARDING,MOMBASA,2025-10-20 23:35:56,2025-10-21 00:35:56,2025-10-21 20:35:56,7511.29,6574.84,254.21,DDP,N,N,COMESA,Y,AMZN739150,N
SHIP002379,22EMKIM410609,878295,BRAKE SYSTEM,ElectroTech Manufacturing,GERMANY,GHANA,93846.37,92592.32,3291.99,13.45,KUEHNE NAGEL,ALEXANDRIA,2025-09-20 23:35:56,2025-09-21 01:35:56,2025-09-22 03:35:56,17416.0,17801.98,249.96,FOB,N,N,EAC,Y,AMZN694260,N
SHIP002380,22EMKIM413137,623116,CARPETS,AutoParts International,INDIA,NIGERIA,55116.23,53857.25,1810.53,13.28,EXPEDITORS INTERNATIONAL,PORT ELIZABETH,2025-11-20 23:35:56,2025-11-21 04:35:56,2025-11-21 06:35:56,4768.61,9581.57,117.43,EXW,N,N,COMESA,Y,AMZN695169,N
SHIP002381,22EMKIM479790,853241,TELECOM EQUIPMENT,AgriTech Solutions,NIGERIA,NIGERIA,100100.4,132333.56,179.12,8.2,DHL GLOBAL FORWARDING,ABIDJAN,2025-12-06 23:35:56,2025-12-07 03:35:56,2025-12-08 17:35:56,6320.54,17027.35,171.18,FOB,Y,Y,EAC,Y,AMZN608702,N
SHIP002382,22EMKIM445507,945659,METAL FURNITURE,ElectroTech Manufacturing,CHINA,GHANA,101817.65,98174.54,4033.92,9.25,DHL GLOBAL FORWARDING,LAGOS,2026-03-18 23:35:56,2026-03-19 04:35:56,2026-03-23 06:35:56,5932.89,17240.09,158.27,EXW,N,N,NONE,Y,AMZN118545,Y
SHIP002383,22EMKIM443749,704547,GLASS TUBES,PlastiPack Ltd,GHANA,GHANA,125064.41,163844.93,4527.84,13.37,DHL GLOBAL FORWARDING,TEMA,2026-09-07 23:35:56,2026-09-08 03:35:56,2026-09-09 10:35:56,10997.79,21769.95,294.48,CFR,N,N,AFCFTA,Y,AMZN791767,N
SHIP002384,22EMKIM421140,855983,SOLAR PANEL,PharmaLife Sciences,GHANA,KENYA,29709.73,29299.57,788.37,16.4,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-12-19 23:35:56,2025-12-20 01:35:56,2025-12-19 23:35:56,2119.12,5092.62,173.64,CIF,Y,N,NONE,Y,AMZN899639,Y
SHIP002385,22EMKIM438684,305982,LAB REAGENTS,AutoParts International,JAPAN,SOUTH AFRICA,111148.74,116138.02,3971.82,19.56,DHL GLOBAL FORWARDING,NAIROBI,2025-09-28 23:35:56,2025-09-29 00:35:56,2025-09-29 01:35:56,8409.64,19129.34,222.41,FOB,N,N,EAC,Y,AMZN875573,N
SHIP002386,22EMKIM402586,309109,MEDICINAL PREPARATIONS,TechGlobal Ltd,south africa,KENYA,139713.21,133473.69,3321.41,16.79,kuehne nagel,DURBAN,2025-09-22 23:35:56,2025-09-23 00:35:56,2025-09-24 00:35:56,15101.92,24770.42,284.25,FOB,Y,Y,AFCFTA,Y,AMZN830727,N
SHIP002387,22EMKIM418552,739254,METAL FABRICATIONS,AgriTech Solutions,MALAYSIA,KENYA,78452.02,78172.65,4208.89,17.73,BOLLORE LOGISTICS,PORT ELIZABETH,2026-03-28 23:35:56,2026-03-29 02:35:56,2026-03-29 11:35:56,14828.6,14924.9,287.92,DAP,N,N,NONE,Y,AMZN426859,N
SHIP002388,22EMKIM409924,844443,PUMP,GreenEnergy Systems,KENYA,TANZANIA,47164.23,63499.31,4877.85,12.22,DHL GLOBAL FORWARDING,CASABLANCA,2026-01-29 23:35:56,2026-01-30 01:35:56,2026-02-01 22:35:56,3804.06,8154.93,283.69,FOB,N,N,AFCFTA,Y,AMZN571940,Y
SHIP002389,22EMKIM439000,306212,SURGICAL SUPPLIES,PharmaLife Sciences,,UGANDA,13809.69,27619.38,1098.28,9.39,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-07-12 23:35:56,2026-07-13 01:35:56,2026-07-14 22:35:56,4025.78,4953.59,287.98,CIF,Y,Y,NONE,Y,AMZN762399,N
SHIP002390,22EMKIM464437,858117,BATTERY MODULE,MetalWorks Foundry,ETHIOPIA,GHANA,132430.75,137840.74,3180.47,12.84,AGILITY LOGISTICS,LAGOS,2026-01-22 23:35:56,2026-01-23 03:35:56,2026-01-24 17:35:56,14392.29,23491.69,120.35,CIF,N,N,COMESA,Y,AMZN847061,N
SHIP002391,22EMKIM439192,396111,PACKAGING MATERIAL,PlastiPack Ltd,EGYPT,TANZANIA,61531.06,81732.38,1825.43,2.03,EXPEDITORS INTERNATIONAL,NAIROBI,2026-06-01 23:35:56,2026-06-02 04:35:56,2026-06-02 08:35:56,4051.34,10493.18,123.57,EXW,N,N,NONE,Y,AMZN617712,N
